Mod:Item:MetaData, Localized Name
wizardry:spell_book:118, Spell Book
wizardry:spell_book:119, Spell Book
wizardry:spell_book:120, Spell Book
wizardry:spell_book:121, Spell Book
wizardry:spell_book:122, Spell Book
wizardry:spell_book:123, Spell Book
wizardry:spell_book:124, Spell Book
wizardry:spell_book:125, Spell Book
wizardry:spell_book:126, Spell Book
wizardry:spell_book:127, Spell Book
wizardry:spell_book:128, Spell Book
wizardry:spell_book:129, Spell Book
wizardry:spell_book:130, Spell Book
wizardry:spell_book:131, Spell Book
wizardry:spell_book:132, Spell Book
wizardry:spell_book:133, Spell Book
wizardry:spell_book:134, Spell Book
wizardry:spell_book:135, Spell Book
wizardry:spell_book:136, Spell Book
wizardry:spell_book:137, Spell Book
wizardry:spell_book:138, Spell Book
wizardry:spell_book:139, Spell Book
wizardry:spell_book:140, Spell Book
wizardry:arcane_tome:1, Tome of Arcana
wizardry:arcane_tome:2, Tome of Arcana
wizardry:arcane_tome:3, Tome of Arcana
wizardry:wizard_handbook, The Wizard's Handbook
wizardry:basic_fire_wand, Wand of Embers
wizardry:basic_ice_wand, Wand of Frost
wizardry:basic_lightning_wand, Wand of Sparks
wizardry:basic_necromancy_wand, Wand of Shadows
wizardry:basic_earth_wand, Wand of the Forest
wizardry:basic_sorcery_wand, Wand of Mystery
wizardry:basic_healing_wand, Wand of Healing
wizardry:apprentice_fire_wand, Apprentice Pyromancer Wand
wizardry:apprentice_ice_wand, Apprentice Ice Mage Wand
wizardry:apprentice_lightning_wand, Apprentice Storm Mage Wand
wizardry:apprentice_necromancy_wand, Apprentice Necromancer Wand
wizardry:apprentice_earth_wand, Apprentice Earth Mage Wand
wizardry:apprentice_sorcery_wand, Apprentice Sorcerer Wand
wizardry:apprentice_healing_wand, Apprentice Healer Wand
wizardry:advanced_fire_wand, Wand of the Pyromancer
wizardry:advanced_ice_wand, Wand of the Ice Mage
wizardry:advanced_lightning_wand, Wand of the Storm Mage
wizardry:advanced_necromancy_wand, Wand of the Necromancer
wizardry:advanced_earth_wand, Wand of the Earth Mage
wizardry:advanced_sorcery_wand, Wand of the Sorcerer
wizardry:advanced_healing_wand, Wand of the Healer
wizardry:master_fire_wand, Master Pyromancer Wand
wizardry:master_ice_wand, Master Ice Mage Wand
wizardry:master_lightning_wand, Master Storm Mage Wand
wizardry:master_necromancy_wand, Master Necromancer Wand
wizardry:master_earth_wand, Master Earth Mage Wand
wizardry:master_sorcery_wand, Master Sorcerer Wand
wizardry:master_healing_wand, Master Healer Wand
wizardry:spectral_sword, Spectral Sword
wizardry:spectral_pickaxe, Spectral Pickaxe
wizardry:spectral_bow, Spectral Bow
wizardry:mana_flask, Mana Flask
wizardry:storage_upgrade, Wand Storage Upgrade
wizardry:siphon_upgrade, Wand Siphon Upgrade
wizardry:condenser_upgrade, Wand Condenser Upgrade
wizardry:range_upgrade, Wand Range Upgrade
wizardry:duration_upgrade, Wand Duration Upgrade
wizardry:cooldown_upgrade, Wand Cooldown Upgrade
wizardry:blast_upgrade, Wand Blast Upgrade
wizardry:attunement_upgrade, Wand Attunement Upgrade
wizardry:flaming_axe, Flaming Axe
wizardry:frost_axe, Frost Axe
wizardry:firebomb, Firebomb
wizardry:poison_bomb, Poison Bomb
wizardry:blank_scroll, Blank Scroll
wizardry:scroll:1, Scroll of Magic Missile
wizardry:scroll:2, Scroll of Ignite
wizardry:scroll:3, Scroll of Freeze
wizardry:scroll:4, Scroll of Snowball
wizardry:scroll:5, Scroll of Arc
wizardry:scroll:6, Scroll of Thunderbolt
wizardry:scroll:7, Scroll of Summon Zombie
wizardry:scroll:8, Scroll of Snare
wizardry:scroll:9, Scroll of Dart
wizardry:scroll:10, Scroll of Light
wizardry:scroll:11, Scroll of Telekinesis
wizardry:scroll:12, Scroll of Heal
wizardry:scroll:13, Scroll of Fireball
wizardry:scroll:15, Scroll of Firebomb
wizardry:scroll:16, Scroll of Fire Sigil
wizardry:scroll:17, Scroll of Firebolt
wizardry:scroll:19, Scroll of Summon Snow Golem
wizardry:scroll:20, Scroll of Ice Shard
wizardry:scroll:21, Scroll of Ice Statue
wizardry:scroll:22, Scroll of Frost Sigil
wizardry:scroll:24, Scroll of Spark Bomb
wizardry:scroll:25, Scroll of Homing Spark
wizardry:scroll:26, Scroll of Lightning Sigil
wizardry:scroll:27, Scroll of Lightning Arrow
wizardry:scroll:29, Scroll of Summon Skeleton
wizardry:scroll:30, Scroll of Metamorphosis
wizardry:scroll:31, Scroll of Wither
wizardry:scroll:32, Scroll of Poison
wizardry:scroll:33, Scroll of Growth Aura
wizardry:scroll:34, Scroll of Bubble
wizardry:scroll:35, Scroll of Whirlwind
wizardry:scroll:36, Scroll of Poison Bomb
wizardry:scroll:37, Scroll of Summon Spirit Wolf
wizardry:scroll:38, Scroll of Blink
wizardry:scroll:39, Scroll of Agility
wizardry:scroll:40, Scroll of Conjure Sword
wizardry:scroll:41, Scroll of Conjure Pickaxe
wizardry:scroll:42, Scroll of Conjure Bow
wizardry:scroll:43, Scroll of Force Arrow
wizardry:scroll:45, Scroll of Replenish Hunger
wizardry:scroll:46, Scroll of Cure Effects
wizardry:scroll:47, Scroll of Heal Ally
wizardry:scroll:48, Scroll of Summon Blaze
wizardry:scroll:49, Scroll of Ring of Fire
wizardry:scroll:50, Scroll of Detonate
wizardry:scroll:51, Scroll of Fire Resistance
wizardry:scroll:52, Scroll of Fireskin
wizardry:scroll:53, Scroll of Flaming Axe
wizardry:scroll:54, Scroll of Blizzard
wizardry:scroll:55, Scroll of Summon Ice Wraith
wizardry:scroll:56, Scroll of Ice Shroud
wizardry:scroll:57, Scroll of Ice Charge
wizardry:scroll:58, Scroll of Frost Axe
wizardry:scroll:59, Scroll of Invoke Weather
wizardry:scroll:60, Scroll of Chain Lightning
wizardry:scroll:61, Scroll of Lightning Bolt
wizardry:scroll:62, Scroll of Summon Lightning Wraith
wizardry:scroll:63, Scroll of Static Aura
wizardry:scroll:64, Scroll of Lightning Disk
wizardry:scroll:65, Scroll of Mind Control
wizardry:scroll:66, Scroll of Summon Wither Skeleton
wizardry:scroll:67, Scroll of Entrapment
wizardry:scroll:68, Scroll of Wither Skull
wizardry:scroll:69, Scroll of Darkness Orb
wizardry:scroll:71, Scroll of Decay
wizardry:scroll:72, Scroll of Water Breathing
wizardry:scroll:73, Scroll of Tornado
wizardry:scroll:75, Scroll of Summon Spirit Horse
wizardry:scroll:76, Scroll of Spider Swarm
wizardry:scroll:77, Scroll of Slime
wizardry:scroll:78, Scroll of Petrify
wizardry:scroll:79, Scroll of Invisibility
wizardry:scroll:81, Scroll of Force Orb
wizardry:scroll:82, Scroll of Transportation
wizardry:scroll:83, Scroll of Spectral Pathway
wizardry:scroll:84, Scroll of Phase Step
wizardry:scroll:85, Scroll of Vanishing Box
wizardry:scroll:86, Scroll of Greater Heal
wizardry:scroll:87, Scroll of Healing Aura
wizardry:scroll:88, Scroll of Forcefield
wizardry:scroll:89, Scroll of Ironflesh
wizardry:scroll:90, Scroll of Transience
wizardry:scroll:91, Scroll of Meteor
wizardry:scroll:93, Scroll of Summon Phoenix
wizardry:scroll:94, Scroll of Ice Age
wizardry:scroll:96, Scroll of Summon Ice Giant
wizardry:scroll:97, Scroll of Thunderstorm
wizardry:scroll:98, Scroll of Lightning Hammer
wizardry:scroll:99, Scroll of Plague of Darkness
wizardry:scroll:100, Scroll of Summon Skeleton Legion
wizardry:scroll:101, Scroll of Summon Shadow Wraith
wizardry:scroll:102, Scroll of Forest's Curse
wizardry:scroll:104, Scroll of Silverfish Swarm
wizardry:scroll:105, Scroll of Black Hole
wizardry:scroll:106, Scroll of Shockwave
wizardry:scroll:107, Scroll of Summon Iron Golem
wizardry:scroll:108, Scroll of Arrow Rain
wizardry:scroll:109, Scroll of Diamondflesh
wizardry:scroll:110, Scroll of Font of Vitality
wizardry:scroll:111, Scroll of Smoke Bomb
wizardry:scroll:112, Scroll of Mind Trick
wizardry:scroll:113, Scroll of Leap
wizardry:scroll:114, Scroll of Pocket Furnace
wizardry:scroll:115, Scroll of Intimidate
wizardry:scroll:116, Scroll of Banish
wizardry:scroll:117, Scroll of Sixth Sense
wizardry:scroll:118, Scroll of Darkvision
wizardry:scroll:119, Scroll of Clairvoyance
wizardry:scroll:120, Scroll of Pocket Workbench
wizardry:scroll:121, Scroll of Imbue Weapon
wizardry:scroll:122, Scroll of Invigorating Presence
wizardry:scroll:123, Scroll of Oakflesh
wizardry:scroll:124, Scroll of Greater Fireball
wizardry:scroll:125, Scroll of Flaming Weapon
wizardry:scroll:126, Scroll of Ice Lance
wizardry:scroll:127, Scroll of Freezing Weapon
wizardry:scroll:128, Scroll of Ice Spikes
wizardry:scroll:129, Scroll of Lightning Pulse
wizardry:scroll:130, Scroll of Curse of Soulbinding
wizardry:scroll:131, Scroll of Cobwebs
wizardry:scroll:132, Scroll of Decoy
wizardry:scroll:133, Scroll of Arcane Jammer
wizardry:scroll:134, Scroll of Conjure Armor
wizardry:scroll:135, Scroll of Group Heal
wizardry:scroll:136, Scroll of Hailstorm
wizardry:scroll:138, Scroll of Summon Storm Elemental
wizardry:scroll:139, Scroll of Earthquake
wizardry:scroll:140, Scroll of Font of Mana
wizardry:armour_upgrade, Arcane Seal of Protection
wizardry:magic_silk, Magical Silk
wizardry:wizard_hat, Wizard Hat
wizardry:wizard_robe, Wizard Robes
wizardry:wizard_leggings, Wizard Leggings
wizardry:wizard_boots, Wizard Boots
wizardry:wizard_hat_fire, Pyromancer Hat
wizardry:wizard_robe_fire, Pyromancer Robes
wizardry:wizard_leggings_fire, Pyromancer Leggings
wizardry:wizard_boots_fire, Pyromancer Boots
wizardry:wizard_hat_ice, Ice Mage Hat
wizardry:wizard_robe_ice, Ice Mage Robes
wizardry:wizard_leggings_ice, Ice Mage Leggings
wizardry:wizard_boots_ice, Ice Mage Boots
wizardry:wizard_hat_lightning, Storm Mage Hat
wizardry:wizard_robe_lightning, Storm Mage Robes
wizardry:wizard_leggings_lightning, Storm Mage Leggings
wizardry:wizard_boots_lightning, Storm Mage Boots
wizardry:wizard_hat_necromancy, Necromancer Hat
wizardry:wizard_robe_necromancy, Necromancer Robes
wizardry:wizard_leggings_necromancy, Necromancer Leggings
wizardry:wizard_boots_necromancy, Necromancer Boots
wizardry:wizard_hat_earth, Earth Mage Hat
wizardry:wizard_robe_earth, Earth Mage Robes
wizardry:wizard_leggings_earth, Earth Mage Leggings
wizardry:wizard_boots_earth, Earth Mage Boots
wizardry:wizard_hat_sorcery, Sorcerer Hat
wizardry:wizard_robe_sorcery, Sorcerer Robes
wizardry:wizard_leggings_sorcery, Sorcerer Leggings
wizardry:wizard_boots_sorcery, Sorcerer Boots
wizardry:wizard_hat_healing, Healer Hat
wizardry:wizard_robe_healing, Healer Robes
wizardry:wizard_leggings_healing, Healer Leggings
wizardry:wizard_boots_healing, Healer Boots
wizardry:spectral_helmet, Spectral Helmet
wizardry:spectral_chestplate, Spectral Chestplate
wizardry:spectral_leggings, Spectral Leggings
wizardry:spectral_boots, Spectral Boots
wizardry:smoke_bomb, Smoke Bomb
wizardry:identification_scroll, Scroll of Identification
zerocore:debugtool, Debug Tool
forge:bucketFilled, %s Bucket
actuallyadditions:blockFarmer, Farmer
actuallyadditions:blockBioReactor, Bio Reactor
actuallyadditions:blockEmpowerer, Empowerer
actuallyadditions:blockTinyTorch, Tiny Torch
actuallyadditions:blockShockSuppressor, Shock Absorber
actuallyadditions:blockDisplayStand, Display Stand
actuallyadditions:blockPlayerInterface, Player Interface
actuallyadditions:blockItemViewer, Item Interface
actuallyadditions:blockFireworkBox, Firework Box
actuallyadditions:blockMiner, Vertical Digger
actuallyadditions:blockAtomicReconstructor, Atomic Reconstructor
actuallyadditions:blockCrystal:0, Restonia Crystal Block
actuallyadditions:blockCrystal:1, Palis Crystal Block
actuallyadditions:blockCrystal:2, Diamatine Crystal Block
actuallyadditions:blockCrystal:3, Void Crystal Block
actuallyadditions:blockCrystal:4, Emeradic Crystal Block
actuallyadditions:blockCrystal:5, Enori Crystal Block
actuallyadditions:blockCrystalEmpowered:0, Empowered Restonia Crystal Block
actuallyadditions:blockCrystalEmpowered:1, Empowered Palis Crystal Block
actuallyadditions:blockCrystalEmpowered:2, Empowered Diamatine Crystal Block
actuallyadditions:blockCrystalEmpowered:3, Empowered Void Crystal Block
actuallyadditions:blockCrystalEmpowered:4, Empowered Emeradic Crystal Block
actuallyadditions:blockCrystalEmpowered:5, Empowered Enori Crystal Block
actuallyadditions:blockBlackLotus, Black Lotus
actuallyadditions:blockLaserRelay, Energy Laser Relay
actuallyadditions:blockLaserRelayAdvanced, Advanced Energy Laser Relay
actuallyadditions:blockLaserRelayExtreme, Extreme Energy Laser Relay
actuallyadditions:blockLaserRelayFluids, Fluid Laser Relay
actuallyadditions:blockLaserRelayItem, Item Laser Relay
actuallyadditions:blockLaserRelayItemWhitelist, Advanced Item Laser Relay
actuallyadditions:blockRangedCollector, Ranged Collector
actuallyadditions:blockDirectionalBreaker, Long-Range Breaker
actuallyadditions:blockLeafGenerator, Leaf-Eating Generator
actuallyadditions:blockSmileyCloud, Smiley Cloud
actuallyadditions:blockXPSolidifier, Experience Solidifier
actuallyadditions:blockTestifiBucksGreenWall, Ethetic Green Block
actuallyadditions:blockTestifiBucksWhiteWall, Ethetic Quartz
actuallyadditions:blockTestifiBucksGreenStairs, Ethetic Green Stairs
actuallyadditions:blockTestifiBucksWhiteStairs, Ethetic Quartz Stairs
actuallyadditions:blockTestifiBucksGreenSlab, Ethetic Green Slab
actuallyadditions:blockTestifiBucksWhiteSlab, Ethetic Quartz Slab
actuallyadditions:blockTestifiBucksGreenFence, Ethetic Green Wall
actuallyadditions:blockTestifiBucksWhiteFence, Ethetic Quartz Wall
actuallyadditions:blockColoredLamp:0, White Lamp
actuallyadditions:blockColoredLamp:1, Orange Lamp
actuallyadditions:blockColoredLamp:2, Magenta Lamp
actuallyadditions:blockColoredLamp:3, Light Blue Lamp
actuallyadditions:blockColoredLamp:4, Yellow Lamp
actuallyadditions:blockColoredLamp:5, Lime Lamp
actuallyadditions:blockColoredLamp:6, Pink Lamp
actuallyadditions:blockColoredLamp:7, Gray Lamp
actuallyadditions:blockColoredLamp:8, Light Gray Lamp
actuallyadditions:blockColoredLamp:9, Cyan Lamp
actuallyadditions:blockColoredLamp:10, Purple Lamp
actuallyadditions:blockColoredLamp:11, Blue Lamp
actuallyadditions:blockColoredLamp:12, Brown Lamp
actuallyadditions:blockColoredLamp:13, Green Lamp
actuallyadditions:blockColoredLamp:14, Red Lamp
actuallyadditions:blockColoredLamp:15, Black Lamp
actuallyadditions:blockColoredLampOn:0, White Lamp (On)
actuallyadditions:blockColoredLampOn:1, Orange Lamp (On)
actuallyadditions:blockColoredLampOn:2, Magenta Lamp (On)
actuallyadditions:blockColoredLampOn:3, Light Blue Lamp (On)
actuallyadditions:blockColoredLampOn:4, Yellow Lamp (On)
actuallyadditions:blockColoredLampOn:5, Lime Lamp (On)
actuallyadditions:blockColoredLampOn:6, Pink Lamp (On)
actuallyadditions:blockColoredLampOn:7, Gray Lamp (On)
actuallyadditions:blockColoredLampOn:8, Light Gray Lamp (On)
actuallyadditions:blockColoredLampOn:9, Cyan Lamp (On)
actuallyadditions:blockColoredLampOn:10, Purple Lamp (On)
actuallyadditions:blockColoredLampOn:11, Blue Lamp (On)
actuallyadditions:blockColoredLampOn:12, Brown Lamp (On)
actuallyadditions:blockColoredLampOn:13, Green Lamp (On)
actuallyadditions:blockColoredLampOn:14, Red Lamp (On)
actuallyadditions:blockColoredLampOn:15, Black Lamp (On)
actuallyadditions:blockLampPowerer, Lamp Controller
actuallyadditions:blockTreasureChest, Treasure Chest
actuallyadditions:blockEnergizer, Energizer
actuallyadditions:blockEnervator, Enervator
actuallyadditions:blockLavaFactoryController, Lava Factory Controller
actuallyadditions:blockCanolaPress, Canola Press
actuallyadditions:blockPhantomface, Phantomface
actuallyadditions:blockPhantomPlacer, Phantom Placer
actuallyadditions:blockPhantomLiquiface, Phantom Liquiface
actuallyadditions:blockPhantomEnergyface, Phantom Energyface
actuallyadditions:blockPhantomRedstoneface, Phantom Redstoneface
actuallyadditions:blockPhantomBreaker, Phantom Breaker
actuallyadditions:blockCoalGenerator, Coal Generator
actuallyadditions:blockOilGenerator, Oil Generator
actuallyadditions:blockFermentingBarrel, Fermenting Barrel
actuallyadditions:blockRice, Rice Plant
actuallyadditions:blockCanola, Canola Plant
actuallyadditions:blockFlax, Flax Plant
actuallyadditions:blockCoffee, Coffee Plant
actuallyadditions:blockCompost, Compost
actuallyadditions:blockMisc:0, Pillar of Black Quartz
actuallyadditions:blockMisc:1, Chiseled Block of Black Quartz
actuallyadditions:blockMisc:2, Block of Black Quartz
actuallyadditions:blockMisc:3, Black Quartz Ore
actuallyadditions:blockMisc:4, Wood Casing
actuallyadditions:blockMisc:5, Block of Charcoal
actuallyadditions:blockMisc:6, Block of Enderpearl
actuallyadditions:blockMisc:7, Casing
actuallyadditions:blockMisc:8, Ender Casing
actuallyadditions:blockMisc:9, Iron Casing
actuallyadditions:blockFeeder, Automatic Feeder
actuallyadditions:blockGiantChest, Small Storage Crate
actuallyadditions:blockGiantChestMedium, Medium Storage Crate
actuallyadditions:blockGiantChestLarge, Large Storage Crate
actuallyadditions:blockGrinder, Crusher
actuallyadditions:blockGrinderDouble, Double Crusher
actuallyadditions:blockFurnaceDouble, Powered Furnace
actuallyadditions:blockInputter, ESD
actuallyadditions:blockInputterAdvanced, Advanced ESD
actuallyadditions:blockFishingNet, Fishing Net
actuallyadditions:blockFurnaceSolar, Solar Panel
actuallyadditions:blockHeatCollector, Heat Collector
actuallyadditions:blockItemRepairer, Item Repairer
actuallyadditions:blockGreenhouseGlass, Greenhouse Glass
actuallyadditions:blockBreaker, Auto-Breaker
actuallyadditions:blockPlacer, Auto-Placer
actuallyadditions:blockDropper, Automatic Precision Dropper
actuallyadditions:blockFluidPlacer, Fluid Placer
actuallyadditions:blockFluidCollector, Fluid Collector
actuallyadditions:blockCoffeeMachine, Coffee Maker
actuallyadditions:blockPhantomBooster, Phantom Booster
actuallyadditions:blockWild:0, Wild Canola
actuallyadditions:blockWild:1, Wild Flax
actuallyadditions:blockWild:2, Wild Rice
actuallyadditions:blockWild:3, Wild Coffee
actuallyadditions:blockQuartzWall, Black Quartz Wall
actuallyadditions:blockChiseledQuartzWall, Chiseled Black Quartz Wall
actuallyadditions:blockPillarQuartzWall, Black Quartz Pillar Wall
actuallyadditions:blockQuartzStair, Black Quartz Stairs
actuallyadditions:blockChiseledQuartzStair, Chiseled Black Quartz Stairs
actuallyadditions:blockPillarQuartzStair, Black Quartz Pillar Stairs
actuallyadditions:blockQuartzSlab, Black Quartz Slab
actuallyadditions:blockChiseledQuartzSlab, Chiseled Black Quartz Slab
actuallyadditions:blockPillarQuartzSlab, Black Quartz Pillar Slab
actuallyadditions:blockCanolaOil, Canola Oil
actuallyadditions:blockOil, Oil
actuallyadditions:blockCrystalOil, Crystallized Oil
actuallyadditions:blockEmpoweredOil, Empowered Oil
actuallyadditions:itemFillingWand:0, Handheld Filler
actuallyadditions:itemFillingWand:0, Handheld Filler
actuallyadditions:itemBag, Traveler's Sack
actuallyadditions:itemVoidBag, Void Sack
actuallyadditions:itemWorm, Worm
actuallyadditions:itemPlayerProbe, Player Probe
